idade,tipo de emprego,estado civil,educação,inadimplência,saldo (em euros),habitação,empréstimo,contato,dia,mês,duração (em segundos),campanha,pdias,anterior,presultado,y
41,empregada doméstica,divorciado,primario,não,22,sim,não,celular,18,novembro,238,3,126,4,outro,não
47,técnico,casado,secundário,não,1167,sim,não,celular,30,abril,968,1,87,5,falha,sim
38,gerente,solteiro,terciário,não,35,sim,não,celular,17,abril,156,1,273,3,falha,não
80,aposentado,casado,secundário,não,8304,não,não,telefone,6,abril,681,1,118,11,sucesso,não
37,serviços gerais,casado,secundário,não,4760,sim,não,celular,20,novembro,187,2,-1,0,desconhecido,não
44,gerente,solteiro,terciário,não,-1313,sim,sim,celular,15,maio,104,10,-1,0,desconhecido,não
33,operário,solteiro,secundário,não,697,não,não,celular,6,fevereiro,860,2,-1,0,desconhecido,sim
53,técnico,casado,secundário,não,230,não,sim,celular,13,agosto,112,2,-1,0,desconhecido,não
69,aposentado,casado,terciário,não,473,não,não,celular,7,julho,112,1,78,1,falha,não
46,técnico,casado,secundário,não,1427,sim,não,desconhecido,14,maio,32,3,-1,0,desconhecido,não
30,gerente,solteiro,terciário,não,201,sim,não,celular,17,março,325,2,-1,0,desconhecido,sim
31,autônomo,solteiro,secundário,não,1086,não,não,celular,20,novembro,410,1,-1,0,desconhecido,não
38,gerente,divorciado,terciário,não,4335,sim,não,celular,20,novembro,640,1,-1,0,desconhecido,não
34,serviços gerais,divorciado,secundário,não,44,não,não,desconhecido,9,junho,118,1,-1,0,desconhecido,não
48,desconhecido,casado,desconhecido,não,286,não,não,celular,30,julho,166,2,-1,0,desconhecido,não
46,operário,divorciado,primario,não,216,não,não,celular,2,fevereiro,173,1,-1,0,desconhecido,não
42,administrador,casado,secundário,não,214,sim,não,desconhecido,28,maio,21,24,-1,0,desconhecido,não
41,operário,casado,secundário,não,343,sim,não,desconhecido,14,maio,89,7,-1,0,desconhecido,não
33,operário,casado,secundário,não,-77,sim,não,celular,28,julho,151,3,-1,0,desconhecido,não
39,operário,casado,primario,não,1046,não,não,desconhecido,19,junho,112,4,-1,0,desconhecido,não
27,estudante,solteiro,secundário,não,1566,não,não,celular,30,janeiro,164,5,-1,0,desconhecido,não
26,gerente,solteiro,terciário,não,592,não,não,telefone,29,janeiro,145,2,164,1,outro,não
38,gerente,solteiro,terciário,não,104,sim,não,celular,6,maio,606,3,-1,0,desconhecido,sim
48,operário,casado,secundário,não,0,sim,não,desconhecido,26,maio,105,1,-1,0,desconhecido,não
54,serviços gerais,casado,secundário,não,-22,não,sim,celular,9,julho,85,1,-1,0,desconhecido,não
51,serviços gerais,casado,secundário,não,0,não,não,celular,18,julho,439,3,-1,0,desconhecido,não
47,técnico,casado,secundário,não,72,não,não,desconhecido,29,maio,278,1,-1,0,desconhecido,não
53,técnico,casado,secundário,não,100,não,não,celular,13,agosto,205,4,-1,0,desconhecido,não
35,operário,casado,primario,não,319,sim,não,celular,16,julho,221,1,-1,0,desconhecido,não
58,gerente,casado,terciário,não,9339,sim,não,telefone,18,novembro,52,3,172,3,outro,não
52,gerente,divorciado,terciário,não,50,sim,não,desconhecido,12,junho,84,3,-1,0,desconhecido,não
57,aposentado,casado,secundário,sim,32,sim,não,celular,15,maio,476,3,-1,0,desconhecido,não
52,gerente,casado,terciário,não,6922,não,não,celular,20,novembro,371,1,-1,0,desconhecido,não
35,gerente,solteiro,terciário,não,633,sim,não,celular,17,abril,128,3,-1,0,desconhecido,não
48,técnico,casado,secundário,não,4265,sim,não,desconhecido,13,maio,220,2,-1,0,desconhecido,não
46,empresário,casado,terciário,não,2262,não,não,telefone,14,julho,44,14,-1,0,desconhecido,não
39,serviços gerais,casado,secundário,não,1970,sim,não,desconhecido,8,junho,30,1,404,2,sucesso,não
38,autônomo,divorciado,terciário,não,1513,não,não,celular,7,maio,330,1,342,1,falha,não
34,empresário,casado,secundário,não,4659,sim,não,desconhecido,30,agosto,28,1,-1,0,desconhecido,não
47,empresário,casado,primario,não,668,não,não,celular,12,maio,908,1,-1,0,desconhecido,não
35,gerente,divorciado,terciário,não,649,não,não,celular,16,abril,177,1,-1,0,desconhecido,não
46,operário,divorciado,primario,não,452,sim,não,desconhecido,9,maio,113,4,-1,0,desconhecido,não
27,administrador,solteiro,secundário,não,-145,sim,não,telefone,15,maio,289,8,-1,0,desconhecido,não
31,operário,casado,secundário,não,-498,sim,não,celular,21,julho,357,1,-1,0,desconhecido,não
31,gerente,solteiro,terciário,não,0,não,não,celular,28,agosto,38,16,-1,0,desconhecido,não
46,administrador,casado,secundário,não,22,sim,não,celular,7,agosto,414,4,-1,0,desconhecido,não
31,administrador,casado,secundário,não,2304,sim,não,celular,20,novembro,257,2,-1,0,desconhecido,não
33,gerente,casado,terciário,não,1412,sim,não,desconhecido,19,agosto,480,1,-1,0,desconhecido,sim
42,empregada doméstica,casado,primario,não,145,não,não,celular,20,agosto,252,2,-1,0,desconhecido,não
33,gerente,solteiro,primario,não,4897,sim,não,desconhecido,20,maio,151,1,-1,0,desconhecido,não
40,empregada doméstica,casado,primario,não,1832,não,não,celular,6,fevereiro,213,4,-1,0,desconhecido,não
51,operário,casado,primario,não,3726,não,sim,celular,27,agosto,119,12,-1,0,desconhecido,não
31,desempregado,casado,terciário,não,591,não,não,celular,21,novembro,161,2,-1,0,desconhecido,não
62,aposentado,divorciado,terciário,não,0,não,não,celular,13,novembro,227,2,-1,0,desconhecido,sim
24,estudante,solteiro,secundário,não,508,sim,não,telefone,18,maio,12,3,374,1,outro,não
48,desempregado,casado,secundário,não,817,não,não,celular,14,janeiro,517,1,282,4,sucesso,sim
41,técnico,divorciado,secundário,não,348,sim,não,celular,7,maio,225,2,275,2,falha,não
43,gerente,casado,terciário,não,291,sim,não,desconhecido,9,maio,150,2,-1,0,desconhecido,não
52,técnico,casado,secundário,não,3554,não,sim,celular,8,julho,89,1,-1,0,desconhecido,não
54,operário,casado,primario,não,781,sim,não,desconhecido,9,maio,103,2,-1,0,desconhecido,não
32,técnico,divorciado,terciário,não,267,não,não,celular,26,maio,128,1,-1,0,desconhecido,não
38,operário,casado,primario,não,1327,sim,não,celular,20,novembro,277,1,-1,0,desconhecido,não
41,administrador,casado,primario,não,-306,sim,não,desconhecido,15,maio,500,1,-1,0,desconhecido,sim
31,operário,solteiro,primario,não,864,sim,não,telefone,14,maio,113,2,-1,0,desconhecido,não
35,empregada doméstica,casado,terciário,não,1265,sim,não,celular,15,maio,326,5,179,4,falha,sim
26,administrador,casado,secundário,não,0,não,não,desconhecido,27,maio,755,1,-1,0,desconhecido,não
52,técnico,casado,terciário,não,214,não,não,celular,29,agosto,161,3,-1,0,desconhecido,não
58,aposentado,casado,secundário,não,425,sim,sim,celular,17,novembro,100,1,-1,0,desconhecido,não
57,empregada doméstica,casado,terciário,não,3,não,não,celular,4,agosto,142,2,-1,0,desconhecido,não
34,gerente,casado,terciário,não,0,sim,não,desconhecido,8,maio,214,2,-1,0,desconhecido,não
59,operário,casado,primario,não,0,não,não,celular,18,novembro,167,2,-1,0,desconhecido,não
27,técnico,solteiro,secundário,não,282,não,sim,celular,9,julho,676,5,-1,0,desconhecido,não
42,empresário,casado,terciário,não,0,não,não,celular,9,julho,236,1,-1,0,desconhecido,não
47,empregada doméstica,solteiro,terciário,não,3727,não,não,desconhecido,12,junho,993,6,-1,0,desconhecido,sim
33,operário,casado,secundário,não,0,sim,sim,celular,28,julho,83,12,-1,0,desconhecido,não
31,serviços gerais,solteiro,secundário,não,864,sim,não,celular,6,maio,100,1,-1,0,desconhecido,não
37,gerente,casado,terciário,não,4089,sim,não,celular,2,fevereiro,289,2,174,4,outro,sim
29,operário,casado,secundário,não,-478,não,sim,celular,8,julho,528,2,-1,0,desconhecido,não
38,desempregado,casado,primario,não,-363,não,não,desconhecido,12,junho,340,2,-1,0,desconhecido,não
35,autônomo,casado,secundário,não,8883,não,não,celular,21,novembro,33,3,-1,0,desconhecido,não
31,técnico,solteiro,secundário,não,1970,não,não,telefone,17,abril,284,3,-1,0,desconhecido,não
62,gerente,casado,terciário,não,1859,não,não,telefone,6,agosto,245,3,-1,0,desconhecido,sim
32,técnico,solteiro,terciário,não,1059,sim,não,celular,17,abril,115,1,-1,0,desconhecido,não
31,serviços gerais,casado,secundário,não,388,sim,não,desconhecido,5,maio,730,2,-1,0,desconhecido,não
51,operário,divorciado,primario,não,602,sim,não,celular,11,maio,347,1,284,2,falha,não
29,serviços gerais,solteiro,secundário,não,0,não,não,celular,17,julho,58,1,-1,0,desconhecido,não
43,operário,casado,primario,não,255,sim,não,celular,17,julho,180,1,-1,0,desconhecido,não
36,operário,casado,secundário,não,63,sim,não,desconhecido,2,junho,56,8,-1,0,desconhecido,não
34,autônomo,casado,primario,não,712,sim,não,desconhecido,2,junho,326,3,-1,0,desconhecido,não
29,serviços gerais,casado,secundário,não,57,sim,não,telefone,21,julho,342,9,-1,0,desconhecido,não
57,aposentado,casado,secundário,não,523,não,sim,celular,2,fevereiro,49,6,-1,0,desconhecido,não
43,gerente,casado,terciário,não,422,não,não,celular,12,agosto,110,1,-1,0,desconhecido,não
33,serviços gerais,casado,secundário,não,386,não,não,celular,12,novembro,253,1,92,4,falha,sim
60,gerente,casado,terciário,não,3387,não,não,celular,14,agosto,636,2,-1,0,desconhecido,não
51,técnico,casado,primario,não,260,não,não,celular,19,agosto,137,2,-1,0,desconhecido,não
40,administrador,solteiro,secundário,não,-1,não,não,celular,7,julho,173,1,-1,0,desconhecido,não
51,técnico,casado,secundário,não,1490,sim,não,celular,18,julho,227,2,-1,0,desconhecido,não
38,serviços gerais,casado,secundário,não,497,sim,sim,desconhecido,19,maio,88,5,-1,0,desconhecido,não
35,técnico,casado,secundário,não,1707,sim,não,desconhecido,2,junho,426,3,-1,0,desconhecido,não
47,técnico,casado,secundário,não,826,sim,não,telefone,18,novembro,195,3,112,8,outro,não
45,operário,casado,primario,não,907,não,não,celular,18,agosto,230,8,-1,0,desconhecido,não
40,serviços gerais,casado,secundário,não,1836,sim,não,celular,12,maio,750,2,-1,0,desconhecido,sim
29,empresário,solteiro,secundário,não,404,não,não,celular,30,janeiro,413,3,-1,0,desconhecido,não
52,gerente,divorciado,terciário,não,907,sim,não,desconhecido,4,junho,104,2,-1,0,desconhecido,não
26,técnico,casado,secundário,não,18,sim,sim,celular,5,maio,138,1,-1,0,desconhecido,não
31,operário,solteiro,primario,não,-495,sim,não,desconhecido,29,maio,334,2,-1,0,desconhecido,não
55,serviços gerais,casado,desconhecido,não,1210,sim,não,desconhecido,30,maio,868,1,-1,0,desconhecido,não
35,serviços gerais,casado,secundário,não,819,sim,não,telefone,14,julho,102,14,-1,0,desconhecido,não
56,gerente,divorciado,terciário,não,442,não,não,desconhecido,28,maio,77,3,-1,0,desconhecido,não
28,operário,solteiro,secundário,não,-46,sim,não,celular,1,setembro,199,1,92,14,sucesso,sim
27,estudante,solteiro,secundário,não,671,sim,não,desconhecido,7,maio,332,2,-1,0,desconhecido,não
30,técnico,casado,secundário,não,371,não,não,celular,7,agosto,124,2,-1,0,desconhecido,não
51,técnico,casado,terciário,não,-3,não,não,celular,25,agosto,91,9,-1,0,desconhecido,não
33,gerente,casado,secundário,não,11,sim,não,celular,4,maio,104,3,-1,0,desconhecido,não
32,operário,solteiro,secundário,não,33,sim,não,celular,18,maio,125,1,368,4,falha,não
43,empresário,casado,secundário,não,104,sim,não,celular,18,julho,635,3,-1,0,desconhecido,sim
46,operário,casado,primario,não,174,não,sim,celular,15,julho,90,1,-1,0,desconhecido,não
32,gerente,casado,terciário,não,3107,sim,sim,celular,25,julho,310,1,-1,0,desconhecido,não
40,serviços gerais,casado,secundário,não,1438,sim,não,celular,6,maio,207,1,351,2,falha,não
39,operário,casado,secundário,não,1367,não,não,desconhecido,12,junho,43,1,-1,0,desconhecido,não
51,operário,casado,primario,não,-11,não,não,telefone,16,julho,126,4,-1,0,desconhecido,não
46,administrador,solteiro,secundário,não,1693,sim,não,celular,25,janeiro,137,1,97,1,sucesso,não
43,operário,casado,primario,não,778,sim,sim,desconhecido,15,maio,284,5,-1,0,desconhecido,não
36,técnico,casado,terciário,não,837,não,não,celular,28,agosto,68,6,-1,0,desconhecido,não
48,gerente,casado,terciário,não,363,não,não,celular,18,novembro,67,1,-1,0,desconhecido,não
26,administrador,solteiro,secundário,não,236,sim,sim,celular,18,maio,8,2,-1,0,desconhecido,não
39,administrador,solteiro,desconhecido,não,0,sim,não,celular,11,maio,62,1,-1,0,desconhecido,não
47,gerente,casado,terciário,não,-50,não,sim,celular,7,julho,175,1,-1,0,desconhecido,não
23,empresário,solteiro,primario,não,4,sim,não,desconhecido,13,maio,395,2,-1,0,desconhecido,sim
54,gerente,divorciado,terciário,não,26306,sim,não,celular,11,fevereiro,27,1,84,3,falha,não
38,administrador,casado,secundário,não,46,sim,sim,desconhecido,6,maio,195,1,-1,0,desconhecido,não
33,técnico,casado,secundário,não,575,não,sim,celular,4,fevereiro,254,2,-1,0,desconhecido,não
35,administrador,divorciado,secundário,não,148,não,sim,celular,8,julho,199,1,-1,0,desconhecido,não
52,serviços gerais,casado,secundário,não,431,não,não,celular,26,agosto,73,17,-1,0,desconhecido,não
25,técnico,solteiro,terciário,não,777,sim,não,desconhecido,14,maio,351,1,-1,0,desconhecido,não
29,gerente,casado,terciário,não,199,sim,sim,desconhecido,7,maio,1689,4,-1,0,desconhecido,sim
35,técnico,solteiro,terciário,não,3552,não,não,celular,21,novembro,267,1,-1,0,desconhecido,não
49,serviços gerais,casado,secundário,não,47,não,não,desconhecido,5,maio,234,2,-1,0,desconhecido,não
41,administrador,divorciado,secundário,não,3823,não,não,celular,26,abril,234,10,-1,0,desconhecido,não
32,gerente,casado,terciário,não,138,não,não,celular,20,agosto,94,4,-1,0,desconhecido,não
29,administrador,solteiro,secundário,não,1117,sim,não,desconhecido,8,maio,77,2,-1,0,desconhecido,não
28,operário,casado,secundário,não,1325,sim,não,celular,15,maio,242,1,-1,0,desconhecido,não
59,aposentado,casado,secundário,não,0,não,não,celular,18,julho,247,4,-1,0,desconhecido,não
34,empresário,casado,terciário,não,4343,não,não,desconhecido,9,junho,85,4,-1,0,desconhecido,não
55,gerente,divorciado,terciário,não,1598,não,não,celular,22,agosto,607,4,-1,0,desconhecido,não
34,gerente,casado,terciário,não,3301,sim,não,celular,17,junho,485,2,227,4,falha,sim
24,estudante,solteiro,secundário,não,822,não,não,celular,27,outubro,184,1,91,2,falha,sim
42,técnico,divorciado,secundário,não,-280,sim,não,desconhecido,26,maio,258,1,-1,0,desconhecido,não
34,gerente,solteiro,desconhecido,não,1534,sim,não,celular,16,abril,156,1,147,7,outro,não
34,administrador,casado,secundário,não,1671,não,não,desconhecido,21,maio,160,1,-1,0,desconhecido,não
51,autônomo,casado,terciário,não,2007,não,não,desconhecido,16,junho,1021,1,-1,0,desconhecido,não
58,operário,casado,primario,não,0,sim,não,celular,31,julho,5,25,-1,0,desconhecido,não
44,técnico,casado,secundário,não,2776,sim,não,celular,27,janeiro,701,1,-1,0,desconhecido,sim
33,operário,casado,secundário,não,139,sim,sim,celular,18,maio,732,2,291,5,falha,sim
34,gerente,casado,terciário,não,573,não,não,celular,10,agosto,122,1,-1,0,desconhecido,não
34,administrador,casado,secundário,não,475,sim,não,desconhecido,7,maio,559,1,-1,0,desconhecido,não
42,operário,divorciado,secundário,não,47,sim,sim,desconhecido,8,maio,141,1,-1,0,desconhecido,não
46,gerente,solteiro,terciário,não,2154,sim,não,celular,21,julho,87,4,-1,0,desconhecido,não
31,autônomo,solteiro,terciário,não,96,não,não,celular,5,fevereiro,577,1,-1,0,desconhecido,não
39,empresário,casado,terciário,não,83,sim,não,celular,11,julho,193,2,-1,0,desconhecido,não
34,gerente,solteiro,terciário,não,6766,não,não,celular,28,agosto,210,5,-1,0,desconhecido,não
47,técnico,casado,secundário,não,3973,não,não,celular,6,agosto,732,2,-1,0,desconhecido,não
42,serviços gerais,divorciado,secundário,não,372,sim,sim,desconhecido,6,maio,121,2,-1,0,desconhecido,não
48,operário,solteiro,secundário,não,-552,não,sim,celular,21,novembro,150,2,-1,0,desconhecido,não
30,autônomo,solteiro,terciário,não,48,não,não,celular,21,novembro,140,1,-1,0,desconhecido,não
38,técnico,casado,secundário,não,7696,sim,não,celular,20,novembro,386,2,-1,0,desconhecido,não
24,serviços gerais,casado,secundário,não,4500,sim,não,celular,11,maio,733,2,-1,0,desconhecido,sim
34,técnico,casado,secundário,não,1,sim,não,celular,19,novembro,108,1,-1,0,desconhecido,não
46,gerente,solteiro,terciário,não,46,não,sim,celular,17,novembro,80,1,152,1,falha,não
32,administrador,divorciado,secundário,sim,-18,sim,não,desconhecido,12,maio,155,3,-1,0,desconhecido,não
46,serviços gerais,casado,secundário,não,451,sim,sim,celular,13,maio,389,4,-1,0,desconhecido,não
26,autônomo,casado,terciário,não,479,sim,não,celular,9,fevereiro,133,3,-1,0,desconhecido,não
42,operário,casado,secundário,não,0,sim,não,celular,21,novembro,328,6,-1,0,desconhecido,não
50,técnico,casado,secundário,não,1130,sim,não,celular,23,julho,119,2,-1,0,desconhecido,não
41,operário,casado,primario,não,389,sim,não,desconhecido,16,junho,87,6,-1,0,desconhecido,não
34,administrador,solteiro,secundário,não,10,não,sim,celular,18,novembro,162,1,173,3,falha,não
32,serviços gerais,casado,secundário,não,401,sim,não,desconhecido,15,maio,294,2,-1,0,desconhecido,não
58,empregada doméstica,solteiro,terciário,não,145,sim,sim,celular,16,julho,128,2,-1,0,desconhecido,não
45,técnico,casado,secundário,não,115,sim,não,celular,6,maio,108,1,-1,0,desconhecido,não
28,administrador,solteiro,secundário,não,89,sim,sim,celular,6,fevereiro,172,2,-1,0,desconhecido,não
35,técnico,casado,secundário,não,94,sim,sim,desconhecido,14,maio,208,5,-1,0,desconhecido,não
39,serviços gerais,casado,secundário,não,1438,sim,não,desconhecido,20,maio,212,2,-1,0,desconhecido,não
49,desempregado,divorciado,terciário,não,780,não,não,celular,8,novembro,148,1,871,2,falha,não
50,gerente,casado,terciário,não,207,sim,não,celular,4,fevereiro,99,1,-1,0,desconhecido,não
37,gerente,casado,terciário,não,238,não,não,celular,3,fevereiro,185,1,92,1,sucesso,sim
45,operário,casado,primario,não,2433,não,não,celular,6,agosto,133,2,-1,0,desconhecido,não
30,empregada doméstica,solteiro,secundário,não,1924,não,não,celular,6,fevereiro,170,1,-1,0,desconhecido,não
48,desempregado,casado,terciário,não,-471,sim,não,desconhecido,19,maio,668,7,-1,0,desconhecido,não
36,gerente,solteiro,terciário,não,1531,sim,não,celular,8,maio,81,3,170,1,falha,não
41,gerente,solteiro,secundário,não,764,não,não,celular,12,junho,230,2,-1,0,desconhecido,não
55,operário,casado,secundário,não,383,não,não,desconhecido,5,maio,287,1,-1,0,desconhecido,não
70,aposentado,casado,primario,não,3782,não,não,celular,16,março,618,1,-1,0,desconhecido,não
41,gerente,casado,terciário,não,326,sim,não,celular,5,maio,788,1,-1,0,desconhecido,sim
47,serviços gerais,divorciado,secundário,não,691,não,não,celular,6,fevereiro,285,6,-1,0,desconhecido,não
34,técnico,solteiro,secundário,não,0,não,não,celular,21,agosto,163,2,-1,0,desconhecido,não
33,gerente,solteiro,terciário,não,99,não,não,celular,8,julho,159,1,-1,0,desconhecido,não
58,aposentado,casado,secundário,não,502,sim,não,celular,12,maio,197,2,370,3,falha,não
51,gerente,casado,terciário,não,-15,não,não,celular,25,julho,212,2,-1,0,desconhecido,não
45,gerente,casado,terciário,não,1929,sim,não,desconhecido,29,maio,44,15,-1,0,desconhecido,não
55,administrador,casado,secundário,não,0,não,não,celular,23,setembro,180,2,238,3,sucesso,não
30,operário,solteiro,primario,não,185,não,não,desconhecido,26,junho,11,1,-1,0,desconhecido,não
33,gerente,solteiro,secundário,não,-424,sim,não,desconhecido,26,maio,863,1,-1,0,desconhecido,não
27,serviços gerais,solteiro,secundário,não,0,sim,não,desconhecido,7,maio,388,7,-1,0,desconhecido,não
59,aposentado,casado,secundário,não,319,sim,não,desconhecido,5,maio,143,3,-1,0,desconhecido,não
34,gerente,solteiro,terciário,não,171,sim,não,celular,7,maio,191,1,294,1,falha,não
47,técnico,divorciado,terciário,não,-1148,sim,sim,desconhecido,27,maio,62,2,-1,0,desconhecido,não
44,operário,casado,primario,não,-11,sim,não,desconhecido,9,maio,13,1,-1,0,desconhecido,não
35,administrador,solteiro,secundário,não,0,sim,não,celular,13,maio,1073,1,-1,0,desconhecido,sim
45,gerente,casado,terciário,não,-206,sim,não,celular,6,maio,337,2,-1,0,desconhecido,não
42,operário,casado,primario,não,704,sim,sim,telefone,31,julho,88,10,-1,0,desconhecido,não
38,técnico,casado,secundário,não,1931,não,não,celular,2,junho,167,1,298,10,outro,não
34,técnico,solteiro,secundário,não,943,não,não,celular,29,agosto,96,4,-1,0,desconhecido,não
35,técnico,casado,secundário,não,327,sim,não,celular,13,abril,537,3,-1,0,desconhecido,não
29,gerente,solteiro,secundário,não,-105,sim,não,desconhecido,27,maio,5,3,-1,0,desconhecido,não
58,aposentado,casado,secundário,não,983,não,não,celular,5,agosto,139,1,-1,0,desconhecido,não
44,operário,solteiro,primario,não,787,sim,não,desconhecido,30,maio,570,2,-1,0,desconhecido,não
45,empresário,casado,terciário,não,0,sim,não,celular,29,julho,100,3,-1,0,desconhecido,não
43,operário,casado,secundário,não,3060,sim,não,desconhecido,15,maio,253,2,-1,0,desconhecido,não
44,serviços gerais,casado,secundário,não,5780,sim,não,celular,1,abril,525,2,-1,0,desconhecido,não
30,técnico,solteiro,secundário,não,790,não,não,celular,20,agosto,696,3,-1,0,desconhecido,não
38,desempregado,casado,terciário,não,1449,não,não,desconhecido,26,maio,535,6,-1,0,desconhecido,não
50,técnico,casado,secundário,não,1412,não,não,celular,6,agosto,131,3,-1,0,desconhecido,não
21,estudante,solteiro,secundário,não,681,não,não,desconhecido,20,agosto,6,1,-1,0,desconhecido,não
38,empresário,casado,terciário,não,228,sim,não,celular,5,fevereiro,105,1,-1,0,desconhecido,não
42,administrador,casado,secundário,não,0,não,não,desconhecido,19,junho,370,1,-1,0,desconhecido,não
45,técnico,solteiro,terciário,não,2087,não,não,celular,29,agosto,29,14,-1,0,desconhecido,não
34,empresário,casado,secundário,não,2,sim,sim,celular,5,maio,184,1,167,6,falha,não
48,técnico,casado,secundário,não,197,não,sim,celular,3,fevereiro,47,2,222,3,outro,não
34,serviços gerais,casado,secundário,não,0,não,sim,desconhecido,2,julho,193,4,-1,0,desconhecido,não
32,operário,casado,secundário,não,1905,sim,não,celular,16,julho,709,2,-1,0,desconhecido,sim
35,técnico,casado,terciário,não,118,não,não,celular,6,agosto,358,2,-1,0,desconhecido,não
39,empresário,casado,terciário,não,2644,sim,não,desconhecido,20,maio,253,1,-1,0,desconhecido,não
36,autônomo,casado,terciário,não,16430,sim,não,desconhecido,6,junho,197,3,-1,0,desconhecido,não
35,técnico,casado,secundário,não,13,não,não,celular,22,agosto,94,2,-1,0,desconhecido,não
57,serviços gerais,divorciado,secundário,não,14,não,sim,celular,22,julho,445,2,-1,0,desconhecido,não
28,técnico,solteiro,secundário,não,769,sim,não,celular,15,maio,153,1,371,2,falha,não
43,administrador,casado,desconhecido,não,3485,não,não,desconhecido,18,junho,113,1,-1,0,desconhecido,não
57,gerente,casado,secundário,não,139,não,não,celular,17,agosto,80,1,-1,0,desconhecido,não
34,serviços gerais,divorciado,secundário,não,202,sim,não,desconhecido,15,maio,318,1,-1,0,desconhecido,não
36,técnico,casado,terciário,não,6,sim,não,celular,27,janeiro,100,1,435,1,falha,não
47,gerente,divorciado,terciário,não,2515,não,não,desconhecido,20,junho,40,3,-1,0,desconhecido,não
36,gerente,divorciado,terciário,não,5195,sim,não,desconhecido,2,junho,55,25,-1,0,desconhecido,não
33,gerente,casado,terciário,não,2098,não,não,celular,20,novembro,67,1,-1,0,desconhecido,não
57,gerente,casado,terciário,não,320,não,não,celular,7,agosto,76,2,-1,0,desconhecido,não
57,gerente,casado,terciário,não,3431,sim,não,desconhecido,16,maio,73,1,-1,0,desconhecido,não
34,administrador,casado,secundário,não,50,sim,não,desconhecido,20,maio,89,2,-1,0,desconhecido,não
51,empregada doméstica,divorciado,terciário,não,370,sim,não,celular,19,agosto,109,3,-1,0,desconhecido,não
54,operário,divorciado,primario,não,-182,não,não,celular,9,julho,98,1,-1,0,desconhecido,não
52,autônomo,solteiro,terciário,não,1623,sim,não,desconhecido,5,junho,21,17,-1,0,desconhecido,não
43,empresário,casado,terciário,não,13342,sim,não,celular,18,novembro,465,1,-1,0,desconhecido,não
58,aposentado,solteiro,primario,não,6570,não,não,celular,21,julho,106,3,-1,0,desconhecido,não
53,administrador,casado,secundário,não,225,sim,não,celular,20,abril,304,1,340,1,falha,não
44,gerente,casado,secundário,não,-665,não,não,celular,30,julho,342,3,-1,0,desconhecido,não
29,gerente,solteiro,terciário,não,0,não,não,desconhecido,16,maio,16,25,-1,0,desconhecido,não
27,serviços gerais,solteiro,secundário,não,54,sim,não,desconhecido,28,maio,543,2,-1,0,desconhecido,sim
35,operário,casado,primario,não,46,não,não,celular,8,julho,338,3,-1,0,desconhecido,não
40,autônomo,casado,secundário,não,2,não,não,celular,22,agosto,197,5,-1,0,desconhecido,não
34,operário,casado,secundário,não,103,sim,sim,desconhecido,8,maio,956,2,-1,0,desconhecido,não
38,administrador,solteiro,secundário,não,883,sim,não,celular,12,maio,95,1,327,9,outro,não
32,serviços gerais,casado,secundário,não,55,sim,não,desconhecido,15,maio,546,9,-1,0,desconhecido,não
41,administrador,casado,secundário,não,8238,sim,sim,desconhecido,30,maio,124,4,-1,0,desconhecido,não
25,operário,solteiro,secundário,não,913,sim,não,celular,7,julho,113,4,-1,0,desconhecido,não
38,operário,divorciado,secundário,não,595,sim,não,celular,7,maio,245,3,-1,0,desconhecido,não
26,técnico,solteiro,secundário,não,7,sim,não,celular,22,julho,188,2,-1,0,desconhecido,não
37,técnico,solteiro,terciário,não,1661,não,não,celular,19,agosto,199,5,-1,0,desconhecido,não
30,gerente,casado,terciário,não,102,sim,não,celular,5,abril,470,7,426,3,outro,sim
36,serviços gerais,casado,secundário,não,338,não,não,desconhecido,14,maio,90,1,-1,0,desconhecido,não
33,gerente,casado,secundário,não,3132,sim,não,desconhecido,23,maio,350,5,-1,0,desconhecido,não
33,administrador,solteiro,terciário,não,490,sim,não,celular,7,maio,31,1,363,2,falha,não
35,gerente,casado,terciário,não,2682,sim,não,celular,9,julho,156,1,-1,0,desconhecido,não
24,serviços gerais,casado,terciário,não,0,sim,não,desconhecido,27,maio,299,1,-1,0,desconhecido,não
29,desempregado,casado,secundário,não,596,não,não,celular,30,janeiro,510,2,-1,0,desconhecido,não
54,operário,casado,secundário,não,2059,sim,não,celular,25,agosto,177,4,-1,0,desconhecido,não
27,administrador,casado,secundário,não,132,não,não,celular,13,outubro,123,2,-1,0,desconhecido,não
34,gerente,casado,secundário,não,0,não,não,celular,2,fevereiro,270,1,-1,0,desconhecido,não
39,operário,casado,primario,não,385,sim,não,desconhecido,16,maio,225,4,-1,0,desconhecido,não
38,gerente,casado,terciário,não,223,não,não,celular,28,janeiro,63,1,-1,0,desconhecido,não
37,gerente,casado,terciário,não,0,sim,não,desconhecido,3,junho,247,13,-1,0,desconhecido,não
26,serviços gerais,solteiro,secundário,não,512,sim,sim,celular,30,janeiro,206,5,239,3,falha,não
36,empresário,casado,terciário,não,1169,sim,não,desconhecido,6,maio,168,2,-1,0,desconhecido,não
35,gerente,solteiro,terciário,não,71,sim,não,desconhecido,21,maio,836,12,-1,0,desconhecido,não
30,gerente,solteiro,terciário,não,940,não,não,celular,8,agosto,131,2,-1,0,desconhecido,não
